,DataSource,VillaName,URL,Area,Currency,PriceValue,Features
129,Traveloka,Earth Villa Canggu by Ini Vie Hospitality,www.traveloka.com/en-en/hotel/indonesia/earth-villa-canggu-by-ini-vie-hospitality-9000005503672,Canggu,USD,112.98,['Kitchenette']
130,Traveloka,Cove Villa Prana,www.traveloka.com/en-en/hotel/indonesia/cove-villa-prana-3000020014841,Jimbaran,USD,28.68,['N/A']
131,Traveloka,The Jineng Villas by Ekosistem,www.traveloka.com/en-en/hotel/indonesia/the-jineng-villas-by-ekosistem-9000000690894,Seminyak,USD,102.78,['N/A']
132,Traveloka,Kmana Villas,www.traveloka.com/en-en/hotel/indonesia/kmana-villas-9000003279948,Seminyak,USD,97.63,"['Clothes dryer', 'Pets allowed', 'Kitchenette', 'Airport transfer', 'Small pets allowed']"
133,Traveloka,Nyaman Villas,www.traveloka.com/en-en/hotel/indonesia/nyaman-villas-1000000473656,Seminyak,USD,1382.37,"['Show cooking restaurant', 'Massage', 'Kitchenette', 'Airport transfer', 'Express check-out', 'Bar']"
134,Traveloka,Amara Villa Umalas Bali,www.traveloka.com/en-en/hotel/indonesia/amara-villa-umalas-bali-3000020016252,Umalas,USD,196.62,"['Show cooking restaurant', 'Beach towel', 'Massage', 'Beach umbrella', 'Wheelchair accessible', 'Express check-out']"
135,Traveloka,"Uli Wood Villa, Jimbaran BALI - near GWK",www.traveloka.com/en-en/hotel/indonesia/uli-wood-villa-jimbaran-bali---near-gwk-9000003312842,Jimbaran,USD,13.02,"['Braille or raised signage', 'Sun loungers', 'Bicycle rental', 'Airport transfer', 'Pool sun loungers', 'Express check-out']"
136,Traveloka,Maca Villas & Spa,www.traveloka.com/en-en/hotel/indonesia/maca-villas--spa-264248,Seminyak,USD,182.25,"['Babysitting', 'Massage', 'Spa', 'Bar']"
137,Traveloka,Radea Villa,www.traveloka.com/en-en/hotel/indonesia/radea-villa-9000000631376,Umalas,USD,49.16,['Express check-out']
138,Traveloka,The Jas Villas,www.traveloka.com/en-en/hotel/indonesia/the-jas-villas-240073,Seminyak,USD,82.94,"['Car rental', 'Beach towel', 'Massage', 'Kitchenette', 'Spa', 'Bar']"
139,Traveloka,Karana Villa Bali,www.traveloka.com/en-en/hotel/indonesia/karana-villa-bali-487204,Denpasar,USD,38.94,"['Babysitting', 'Car rental', 'Massage', 'Kitchenette', 'Airport transfer', 'Express check-out']"
140,Traveloka,The Jimbaran Villa by Ini Vie Hospitality,www.traveloka.com/en-en/hotel/indonesia/the-jimbaran-villa-by-ini-vie-hospitality-3000020015022,Jimbaran,USD,119.54,"['Kitchenette', 'Rooftop terrace', 'Small pets allowed', 'Pool sun loungers']"
141,Traveloka,Fenosa Seminyak Villas by Nagisa Bali,www.traveloka.com/en-en/hotel/indonesia/fenosa-seminyak-villas-by-nagisa-bali-9000001063929,Seminyak,USD,197.93,['Kitchenette']
142,Traveloka,Bali Rich Villas Seminyak,www.traveloka.com/en-en/hotel/indonesia/bali-rich-villas-seminyak-99059,Seminyak,USD,44.34,"['Show cooking restaurant', 'Massage', 'Kitchenette', 'Sauna', 'Spa', 'Bar']"
143,Traveloka,Gending Kedis Luxury Villas & Spa Estate,www.traveloka.com/en-en/hotel/indonesia/gending-kedis-luxury-villas--spa-estate-100261,Jimbaran,USD,214.18,"['Massage', 'Kitchenette', 'Fitness center', 'Poolside bar', 'Spa', 'Bar']"
144,Traveloka,Ayona Villa Canggu by Ini Vie Hospitality,www.traveloka.com/en-en/hotel/indonesia/ayona-villa-canggu-by-ini-vie-hospitality-9000002458436,Canggu,USD,134.03,"['Winery', 'Sun loungers', 'Kitchenette', 'Fitness center', 'Spa']"
145,Traveloka,"SOTIS Villa Canggu, Bali",www.traveloka.com/en-en/hotel/indonesia/sotis-villa-canggu-bali-3000010009991,Canggu,USD,106.32,"['Beach shuttle', 'Cycling', 'Diving', 'Babysitting', 'Bicycle rental', 'Car rental']"
146,Traveloka,The Saren,www.traveloka.com/en-en/hotel/indonesia/the-saren-9000000883085,Others,USD,60.22,"['Massage', 'Airport transfer', 'Spa', 'Bar']"
147,Traveloka,C151 Smart Villas at Seminyak,www.traveloka.com/en-en/hotel/indonesia/c151-smart-villas-at-seminyak-97582,Seminyak,USD,227.05,"['Hot tub', 'Kitchenette', 'Beach umbrella', 'Hot tub', 'Pool sun loungers', 'Spa']"
148,Traveloka,Villa Coco,www.traveloka.com/en-en/hotel/indonesia/villa-coco-97600,Seminyak,USD,67.28,"['Car rental', 'Kitchenette', 'Poolside bar', 'Bar']"
149,Traveloka, Villa Canggu by Plataran,www.traveloka.com/en-en/hotel/indonesia/-villa-canggu-by-plataran-255344,Canggu,USD,118.28,"['Outdoor facilities', 'Massage', 'Fitness center', 'Wheelchair accessible', 'Express check-out', 'Bar']"
150,Traveloka,Javana Royal Villas,www.traveloka.com/en-en/hotel/indonesia/javana-royal-villas-339134,Seminyak,USD,178.11,"['Beach shuttle', 'Rooftop terrace', 'Airport transfer', 'Spa']"
151,Traveloka,18 Suite Villa Loft by AMITHYA,www.traveloka.com/en-en/hotel/indonesia/18-suite-villa-loft-by-amithya-444023,Others,USD,55.16,"['Massage', 'Airport transfer', 'Spa', 'Bar']"
152,Traveloka,Desa Di Bali Villas ,www.traveloka.com/en-en/hotel/indonesia/desa-di-bali-villas--3000020007130,Others,USD,101.58,"['Hot tub', 'Massage', 'Spa']"
153,Traveloka,Black Penny Villas Ubud,www.traveloka.com/en-en/hotel/indonesia/black-penny-villas-ubud-3000020013980,Ubud,USD,235.21,"['Cycling', 'Massage', 'Express check-out', 'Bar']"
154,Traveloka,The Sakaye Villas & Spa,www.traveloka.com/en-en/hotel/indonesia/the-sakaye-villas--spa-3000020018011,Legian,USD,81.8,"['Show cooking restaurant', 'Massage', 'Kitchenette', 'Airport transfer', 'Spa']"
155,Traveloka,Kayumanis Sanur Private Villa & Spa,www.traveloka.com/en-en/hotel/indonesia/kayumanis-sanur-private-villa--spa-70358,Sanur,USD,256.25,"['Beach shuttle', 'Bicycle rental', 'Beach sun loungers', 'Massage', 'Kitchenette', 'Spa']"
156,Traveloka,Villa Kayu Lama,www.traveloka.com/en-en/hotel/indonesia/villa-kayu-lama-412155,Ubud,USD,194.82,"['Outdoor facilities', 'Bicycle rental', 'Massage', 'Airport transfer', 'Express check-out', 'Spa']"
157,Traveloka,Nyanyi Sanctuary Villa by Ini Vie Hospitality,www.traveloka.com/en-en/hotel/indonesia/nyanyi-sanctuary-villa-by-ini-vie-hospitality-44178500000,Others,USD,91.85,"['Sun loungers', 'Beach towel', 'Kitchenette', 'Small pets allowed']"
158,Traveloka,KTS Balinese Villas,www.traveloka.com/en-en/hotel/indonesia/kts-balinese-villas-1000000631756,Canggu,USD,43.52,"['Kitchenette', 'Steam room', 'Fitness center', 'Airport transfer', 'Spa', 'Bar']"
159,Traveloka,Paisa Villa Seminyak,www.traveloka.com/en-en/hotel/indonesia/paisa-villa-seminyak-3000010013604,Seminyak,USD,66.77,"['Fishing', 'Outdoor facilities', 'Clothes dryer', 'Beach sun loungers', 'Massage', 'Kitchenette']"
160,Traveloka,Sanur Residence,www.traveloka.com/en-en/hotel/indonesia/sanur-residence-4000000457262,Sanur,USD,199.72,"['Show cooking restaurant', 'Recreation room', 'Kitchenette', 'Rooftop terrace', 'Business facilities', 'Wheelchair accessible']"
161,Traveloka,Nunamkhalu Private Villas & Spa,www.traveloka.com/en-en/hotel/indonesia/nunamkhalu-private-villas--spa-9000000189652,Uluwatu,USD,74.18,"['Beach shuttle', 'Bicycle rental', 'Beach towel', 'Kitchenette', 'Airport transfer', 'Bar']"
162,Traveloka,The Pavilions Bali,www.traveloka.com/en-en/hotel/indonesia/the-pavilions-bali-9000000968928,Sanur,USD,345.99,"['Supervised childcare', 'Hot tub', 'Bar']"
163,Traveloka,Sanora Villa Sanur by Ini Vie Hospitality,www.traveloka.com/en-en/hotel/indonesia/sanora-villa-sanur-by-ini-vie-hospitality-9000000973792,Sanur,USD,148.35,"['Canoeing', 'Babysitting', 'Bicycle rental', 'Beach towel', 'Massage', 'Kitchenette']"
164,Traveloka,Buruan Sari Villas by AGATA,www.traveloka.com/en-en/hotel/indonesia/buruan-sari-villas-by-agata-9000003313706,Others,USD,18.44,['N/A']
165,Traveloka,The Damai Lovina,www.traveloka.com/en-en/hotel/indonesia/the-damai-lovina-45547,Others,USD,252.69,"['Babysitting', 'Car rental', 'Poolside bar', 'Airport transfer', 'Spa']"
166,Traveloka,The Club Villas,www.traveloka.com/en-en/hotel/indonesia/the-club-villas-159250,Seminyak,USD,125.62,"['Massage', 'Kitchenette', 'Fitness center']"
167,Traveloka,Ubud Padi Villas,www.traveloka.com/en-en/hotel/indonesia/ubud-padi-villas-442368,Ubud,USD,129.98,"['Bicycle rental', 'Car rental', 'Massage', 'Spa', 'Bar']"
168,Traveloka,Alam Puisi Villa Ubud,www.traveloka.com/en-en/hotel/indonesia/alam-puisi-villa-ubud-535260,Ubud,USD,110.37,"['Bicycle rental', 'Car rental', 'Massage', 'Airport transfer', 'Spa', 'Bar']"
169,Traveloka,Aldeoz Grand Kancana Villa,www.traveloka.com/en-en/hotel/indonesia/aldeoz-grand-kancana-villa-44104600000,Others,USD,100.53,"['Darts', 'Beach shuttle', 'Bicycle rental', 'Car rental', 'Fitness center', 'Airport transfer']"
170,Traveloka,Classic Beach Villas,www.traveloka.com/en-en/hotel/indonesia/classic-beach-villas-1000000574529,Others,USD,34.87,"['Rooftop terrace', 'Pool sun loungers']"
171,Traveloka,Dupa Ubud Villa,www.traveloka.com/en-en/hotel/indonesia/dupa-ubud-villa-1000000590036,Ubud,USD,52.24,"['Outdoor facilities', 'Car rental', 'Massage', 'Poolside bar']"
172,Traveloka,The Grand Daha Luxury Villas,www.traveloka.com/en-en/hotel/indonesia/the-grand-daha-luxury-villas-1000001861677,Seminyak,USD,207.13,"['Massage', 'Fitness center', 'Spa']"
173,Traveloka,The Akasha Seminyak Luxury Villas,www.traveloka.com/en-en/hotel/indonesia/the-akasha-seminyak-luxury-villas-2000000184070,Seminyak,USD,234.44,"['Bicycle rental', 'Car rental', 'Massage', 'Kitchenette', 'Pool sun loungers', 'Spa']"
174,Traveloka,BSaya Villa,www.traveloka.com/en-en/hotel/indonesia/bsaya-villa-3000010039272,Ubud,USD,95.59,"['Fishing', 'Winery', 'Horse riding', 'Diving', 'Kitchenette', 'Express check-out']"
175,Traveloka,The Jimbaran Villa by Ini Vie Hospitality,www.traveloka.com/en-en/hotel/indonesia/the-jimbaran-villa-by-ini-vie-hospitality-3000020015022,Jimbaran,USD,119.54,"['Kitchenette', 'Rooftop terrace', 'Small pets allowed', 'Pool sun loungers']"
176,Traveloka,Adil Villa & Resort,www.traveloka.com/en-en/hotel/indonesia/adil-villa--resort-3000020018978,Ubud,USD,161.21,['Express check-out']
177,Traveloka,Grün Canggu - Garden,www.traveloka.com/en-en/hotel/indonesia/grn-canggu---garden-9000000809397,Canggu,USD,74.49,"['Parasol', 'Sun loungers', 'Car rental', 'Kitchenette', 'Pool sun loungers']"
178,Traveloka,Kutus Kutus Estuary Saba Beach,www.traveloka.com/en-en/hotel/indonesia/kutus-kutus-estuary-saba-beach-9000000964971,Others,USD,69.94,"['Express check-out', 'Picnic area', 'Spa']"
179,Traveloka,Bali Hai Island Resort,www.traveloka.com/en-en/hotel/indonesia/bali-hai-island-resort-9000003269268,Others,USD,41.18,"['Beach Bar', 'Romantic proposal packages', 'Shops', 'Poolside bar', 'Beach umbrella', 'Bar']"
180,Traveloka,The Kayana,www.traveloka.com/en-en/hotel/indonesia/the-kayana-97609,Seminyak,USD,211.58,"['Beach shuttle', 'Health club', 'Massage', 'Fitness center', 'Spa', 'Bar']"
181,Traveloka,Sun Island Boutique Villas & Spa Seminyak,www.traveloka.com/en-en/hotel/indonesia/sun-island-boutique-villas--spa-seminyak-109103,Seminyak,USD,96.52,"['Car rental', 'Massage', 'Kitchenette', 'Poolside bar', 'Express check-out', 'Bar']"
182,Traveloka,LE JARDIN VILLAS SEMINYAK,www.traveloka.com/en-en/hotel/indonesia/le-jardin-villas-seminyak-111537,Seminyak,USD,220.92,"['Cycling', 'Massage', 'Kitchenette', 'Fitness center', 'Rooftop terrace', 'Spa']"
183,Traveloka,The Samaya Ubud,www.traveloka.com/en-en/hotel/indonesia/the-samaya-ubud-225739,Ubud,USD,388.6,"['Cycling', 'Hot tub', 'Massage', 'Fitness center', 'Sauna', 'Spa']"
184,Traveloka,The Banyumas Villa,www.traveloka.com/en-en/hotel/indonesia/the-banyumas-villa-296071,Denpasar,USD,39.62,"['Massage', 'Kitchenette', 'Poolside bar', 'Library', 'Express check-out', 'Bar']"
185,Traveloka,Ladera Villa Ubud,www.traveloka.com/en-en/hotel/indonesia/ladera-villa-ubud-489808,Ubud,USD,105.82,"['Bicycle storage', 'Babysitting', 'Car rental']"
186,Traveloka,The Kasih Villas & Spa,www.traveloka.com/en-en/hotel/indonesia/the-kasih-villas--spa-3000010001410,Seminyak,USD,189.69,"['Beach shuttle', 'Bicycle rental', 'Car rental', 'Kitchenette', 'Airport transfer', 'Express check-out']"
187,Traveloka,Impiana Private Villas Seminyak,www.traveloka.com/en-en/hotel/indonesia/impiana-private-villas-seminyak-3000010004055,Seminyak,USD,208.23,"['Massage', 'Kitchenette', 'Steam room', 'Pool sun loungers', 'Spa', 'Bar']"
188,Traveloka,Naturale Villas,www.traveloka.com/en-en/hotel/indonesia/naturale-villas-3000010004507,Lembongan,USD,58.31,"['Massage', 'Airport transfer', 'Bar']"
189,Traveloka,tanadewa Villas Nusa Dua Bali By Cross Collection,www.traveloka.com/en-en/hotel/indonesia/tanadewa-villas-nusa-dua-bali-by-cross-collection-3000010004634,Nusa Dua,USD,126.16,"['Massage', 'Fitness center', 'Spa']"
190,Traveloka,Taman Mesari Luxury Villas - Seminyak,www.traveloka.com/en-en/hotel/indonesia/taman-mesari-luxury-villas---seminyak-3000010004682,Seminyak,USD,154.25,"['Massage', 'Kitchenette', 'Airport transfer']"
191,Traveloka,Bali Belva ,www.traveloka.com/en-en/hotel/indonesia/bali-belva--3000010005474,Lembongan,USD,55.26,['N/A']
192,Traveloka,HK Villa Bali,www.traveloka.com/en-en/hotel/indonesia/hk-villa-bali-3000010005969,Legian,USD,136.82,"['Banana boat', 'Aerobics', 'Beach volleyball', 'Kitchenette', 'Billiard', 'Bar']"
193,Traveloka,Temple Hill Residence Villa		,www.traveloka.com/en-en/hotel/indonesia/temple-hill-residence-villa-3000010012655,Jimbaran,USD,231.21,"['Beach shuttle', 'Car rental', 'Massage', 'Kitchenette', 'Airport transfer', 'Spa']"
194,Traveloka,Paisa Villa Seminyak,www.traveloka.com/en-en/hotel/indonesia/paisa-villa-seminyak-3000010013604,Seminyak,USD,66.77,"['Fishing', 'Outdoor facilities', 'Clothes dryer', 'Beach sun loungers', 'Massage', 'Kitchenette']"
195,Traveloka,Raja Woods Villa,www.traveloka.com/en-en/hotel/indonesia/raja-woods-villa-3000010014615,Jimbaran,USD,196.64,"['Car rental', 'Kitchenette']"
196,Traveloka,S18 Bali Villas,www.traveloka.com/en-en/hotel/indonesia/s18-bali-villas-3000010033416,Legian,USD,120.13,"['Shopping center shuttle', 'Beach shuttle', 'Massage', 'Business facilities', 'Wheelchair accessible']"
197,Traveloka,Amora Ubud Boutique Villas,www.traveloka.com/en-en/hotel/indonesia/amora-ubud-boutique-villas-3000010034545,Ubud,USD,262.52,"['Bicycle storage', 'Hot tub', 'Bicycle rental', 'Beach umbrella', 'Express check-out', 'Bar']"
198,Traveloka,Capung Cottages,www.traveloka.com/en-en/hotel/indonesia/capung-cottages-3000020003026,Ubud,USD,174.62,['N/A']
199,Traveloka,Nau Villa Ubud,www.traveloka.com/en-en/hotel/indonesia/nau-villa-ubud-3000020005100,Others,USD,206.61,"['Outdoor facilities', 'Bicycle rental', 'Massage', 'Airport transfer', 'Picnic area', 'Spa']"
200,Traveloka,D'Puncak Villas Lembongan,www.traveloka.com/en-en/hotel/indonesia/dpuncak-villas-lembongan-3000020011047,Lembongan,USD,38.5,['Ferry terminal shuttle']
201,Traveloka,Villa Jempana Kintamani,www.traveloka.com/en-en/hotel/indonesia/villa-jempana-kintamani-3000020013624,Others,USD,48.28,"['Fishing', 'Outdoor facilities', 'Airport transfer']"
202,Traveloka,The Jimbaran Villa by Ini Vie Hospitality,www.traveloka.com/en-en/hotel/indonesia/the-jimbaran-villa-by-ini-vie-hospitality-3000020015022,Jimbaran,USD,119.54,"['Kitchenette', 'Rooftop terrace', 'Small pets allowed', 'Pool sun loungers']"
203,Traveloka,Ocean Terrace Suite & Spa Luxury Penida,www.traveloka.com/en-en/hotel/indonesia/ocean-terrace-suite--spa-luxury-penida-3000020019375,Others,USD,134.07,"['Recreation room', 'Fishing', 'Cycling', 'Diving', 'Express check-out', 'Bar']"
204,Traveloka,Abaca Villas,www.traveloka.com/en-en/hotel/indonesia/abaca-villas-3000020019439,Seminyak,USD,1158.69,"['Karaoke', 'Massage', 'Kitchenette', 'Library', 'Pool sun loungers']"
205,Traveloka,Ocean View Villa Uluwatu,www.traveloka.com/en-en/hotel/indonesia/ocean-view-villa-uluwatu-3000020021843,Uluwatu,USD,91.31,['N/A']
206,Traveloka,Ubud Nyuh Bali Resort & Spa,www.traveloka.com/en-en/hotel/indonesia/ubud-nyuh-bali-resort--spa-3000020008994,Ubud,USD,138.58,"['Hot tub', 'Bicycle rental', 'Massage', 'Express check-out', 'Spa']"
207,Traveloka,Asvara Villa Ubud by Ini Vie Hospitality,www.traveloka.com/en-en/hotel/indonesia/asvara-villa-ubud-by-ini-vie-hospitality-9000000648653,Ubud,USD,186.28,"['Hot tub', 'Massage', 'Kitchenette', 'Small pets allowed', 'Pool sun loungers']"
208,Traveloka,Janjisurga by Ekosistem,www.traveloka.com/en-en/hotel/indonesia/janjisurga-by-ekosistem-9000005644404,Others,USD,381.39,['Fitness center']
209,Traveloka,The Wangsa Hotel and Villas Benoa,www.traveloka.com/en-en/hotel/indonesia/the-wangsa-hotel-and-villas-benoa-1000000340382,Nusa Dua,USD,59.19,"['Beach towel', 'Airport transfer', 'Spa']"
210,Traveloka,Jay’s Villa Umalas,www.traveloka.com/en-en/hotel/indonesia/jays-villa-umalas-297440,Umalas,USD,60.55,"['Shopping center shuttle', 'Bicycle rental', 'Car rental', 'Poolside bar', 'Airport transfer', 'Spa']"
211,Traveloka,Deva Bali Villa,www.traveloka.com/en-en/hotel/indonesia/deva-bali-villa-3000020005807,Canggu,USD,218.63,"['Karaoke', 'Kitchenette']"
212,Traveloka,Yolo 365 Villas and Resorts,www.traveloka.com/en-en/hotel/indonesia/yolo-365-villas-and-resorts-9000003298148,Canggu,USD,179.54,"['Daycare center', 'Diving', 'Clothes dryer', 'Babysitting', 'Bicycle rental', 'Car rental']"
213,Traveloka,Ziva a Boutique Villa,www.traveloka.com/en-en/hotel/indonesia/ziva-a-boutique-villa-251656,Seminyak,USD,205.72,"['Hot tub', 'Massage', 'Kitchenette', 'Express check-out', 'Picnic area', 'Spa']"
214,Traveloka,Airis Luxury Villas & Spa,www.traveloka.com/en-en/hotel/indonesia/airis-luxury-villas--spa-262611,Uluwatu,USD,96.14,"['Car rental', 'Massage', 'Airport transfer', 'Spa']"
215,Traveloka,Yana Villas Kemenuh by Pramana Villas,www.traveloka.com/en-en/hotel/indonesia/yana-villas-kemenuh-by-pramana-villas-3000010035208,Ubud,USD,38.4,"['Bicycle rental', 'Car rental', 'Massage', 'Spa']"
216,Traveloka,Villa Mahapala,www.traveloka.com/en-en/hotel/indonesia/villa-mahapala-108226,Sanur,USD,241.2,"['Bicycle storage', 'Massage', 'Fitness center', 'Library', 'Bar']"
217,Traveloka,Bale Village Villa by Kasta,www.traveloka.com/en-en/hotel/indonesia/bale-village-villa-by-kasta-3000010009814,Canggu,USD,83.79,"['Bicycle rental', 'Car rental', 'Kitchenette', 'Airport transfer']"
218,Traveloka,Villa Uma Nina,www.traveloka.com/en-en/hotel/indonesia/villa-uma-nina-3000010011501,Jimbaran,USD,649.09,"['Bicycle rental', 'Car rental', 'Massage', 'Kitchenette', 'Spa']"
219,Traveloka,Ini Vie Villa Legian by Ini Vie Hospitality,www.traveloka.com/en-en/hotel/indonesia/ini-vie-villa-legian-by-ini-vie-hospitality-3000010004941,Legian,USD,134.16,"['Beach shuttle', 'Hot tub', 'Beach towel', 'Massage', 'Kitchenette', 'Small pets allowed']"
220,Traveloka,The Wina Villa Seminyak,www.traveloka.com/en-en/hotel/indonesia/the-wina-villa-seminyak-3000020010878,Umalas,USD,90.4,"['Bicycle storage', 'Beach towel', 'Massage', 'Wheelchair accessible', 'Pool sun loungers', 'Express check-out']"
221,Traveloka,Berry Amour Romantic Villas,www.traveloka.com/en-en/hotel/indonesia/berry-amour-romantic-villas-444466,Seminyak,USD,240.97,"['Massage', 'Kitchenette', 'Spa']"
222,Traveloka,Dukuh Sebatu Villa ,www.traveloka.com/en-en/hotel/indonesia/dukuh-sebatu-villa--9000000167589,Others,USD,32.35,"['Bicycle storage', 'Bicycle rental', 'Car rental', 'Beach towel', 'Massage', 'Express check-out']"
223,Traveloka,Royal Samaja Villas,www.traveloka.com/en-en/hotel/indonesia/royal-samaja-villas-1000000548123,Seminyak,USD,112.54,"['Clothes dryer', 'Babysitting', 'Bicycle rental', 'Car rental', 'Massage', 'Bar']"
224,Traveloka,Danka Villa Sanur,www.traveloka.com/en-en/hotel/indonesia/danka-villa-sanur-9000000882423,Sanur,USD,118.94,"['Hot tub', 'Massage', 'Kitchenette', 'Airport transfer', 'Express check-out', 'Spa']"
225,Traveloka,Villa Silas Ubud Bali,www.traveloka.com/en-en/hotel/indonesia/villa-silas-ubud-bali-9000001109044,Ubud,USD,35.91,"['Bicycle rental', 'Car rental', 'Beach towel', 'Massage', 'Airport transfer', 'Express check-out']"
226,Traveloka,Asri Sari Villa Ubud,www.traveloka.com/en-en/hotel/indonesia/asri-sari-villa-ubud-9000002763533,Ubud,USD,25.75,"['Fishing', 'Diving', 'Hot tub', 'Massage', 'Express check-out', 'Spa']"
227,Traveloka,The Claremont Luxury Villas Seminyak,www.traveloka.com/en-en/hotel/indonesia/the-claremont-luxury-villas-seminyak-9000000957697,Seminyak,USD,219.22,"['Massage', 'Kitchenette', 'Spa', 'Bar']"
228,Traveloka,La Vie Villa Seminyak by Ini Vie Hospitality,www.traveloka.com/en-en/hotel/indonesia/la-vie-villa-seminyak-by-ini-vie-hospitality-3000020014145,Legian,USD,136.52,"['Beach shuttle', 'Beach towel', 'Kitchenette', 'Small pets allowed', 'Express check-out']"
229,Traveloka,Puri Keraton Seminyak Villa,www.traveloka.com/en-en/hotel/indonesia/puri-keraton-seminyak-villa-9000000987070,Seminyak,USD,171.27,"['Car rental', 'Kitchenette', 'Express check-out']"
230,Traveloka,Aleesha Villas,www.traveloka.com/en-en/hotel/indonesia/aleesha-villas-2000000234586,Sanur,USD,61.76,"['Beach shuttle', 'Car rental', 'Massage', 'Kitchenette', 'Spa']"
231,Traveloka,Bali Sunset Villa Seminyak,www.traveloka.com/en-en/hotel/indonesia/bali-sunset-villa-seminyak-3000010001266,Seminyak,USD,29.91,"['Bicycle rental', 'Car rental', 'Express check-out']"
232,Traveloka,Vivara Bali Private Pool Villas and Spa Retreat,www.traveloka.com/en-en/hotel/indonesia/vivara-bali-private-pool-villas-and-spa-retreat-3000020001704,Jimbaran,USD,234.3,"['Children play area', 'Car rental', 'Kitchenette', 'Fitness center', 'Game room', 'Library']"
233,Traveloka,Coco Jungle Canggu by Nagisa Bali,www.traveloka.com/en-en/hotel/indonesia/coco-jungle-canggu-by-nagisa-bali-9000003359234,Canggu,USD,122.76,['Clothes dryer']
234,Traveloka,Pondok Arya Villas by Kamara ,www.traveloka.com/en-en/hotel/indonesia/pondok-arya-villas-by-kamara--9000000503192,Others,USD,86.77,"['Bicycle rental', 'Car rental', 'Kitchenette', 'Airport transfer', 'Express check-out']"
235,Traveloka,The Lavana Jhonny Kibung Villas Lembongan,www.traveloka.com/en-en/hotel/indonesia/the-lavana-jhonny-kibung-villas-lembongan-9000001202209,Lembongan,USD,24.97,['N/A']
236,Traveloka,New Villa Selamanya by Madhava Hospitality,www.traveloka.com/en-en/hotel/indonesia/new-villa-selamanya-by-madhava-hospitality-9000003267877,Nusa Dua,USD,527.93,['N/A']
237,Traveloka,Double U Camp and Villa,www.traveloka.com/en-en/hotel/indonesia/double-u-camp-and-villa-9000005508115,Others,USD,41.35,['Kitchenette']
238,Traveloka,Tri Dewi Residence by Pramana Villas,www.traveloka.com/en-en/hotel/indonesia/tri-dewi-residence-by-pramana-villas-3000020001055,Ubud,USD,37.04,"['Cycling', 'Outdoor facilities', 'Bicycle rental', 'Massage', 'Airport transfer']"
239,Traveloka,Iremia Lovina Villa,www.traveloka.com/en-en/hotel/indonesia/iremia-lovina-villa-9000003361684,Others,USD,152.18,['N/A']
240,Traveloka,Villa Alysha Seminyak ,www.traveloka.com/en-en/hotel/indonesia/villa-alysha-seminyak--9000000611739,Seminyak,USD,465.67,"['Beach towel', 'Kitchenette']"
241,Traveloka,18 Suite Villa Loft by AMITHYA,www.traveloka.com/en-en/hotel/indonesia/18-suite-villa-loft-by-amithya-444023,Others,USD,55.16,"['Massage', 'Airport transfer', 'Spa', 'Bar']"
242,Traveloka,Ubud Green Resort Villas Powered by Archipelago,www.traveloka.com/en-en/hotel/indonesia/ubud-green-resort-villas-powered-by-archipelago-1000000395122,Ubud,USD,95.22,"['Bicycle rental', 'Massage', 'Kitchenette', 'Spa']"
243,Traveloka,Fourleaf,www.traveloka.com/en-en/hotel/indonesia/fourleaf-9000000974315,Canggu,USD,54.22,['N/A']
244,Traveloka,The Villas Umalas,www.traveloka.com/en-en/hotel/indonesia/the-villas-umalas-3000020012909,Others,USD,114.63,['Kitchenette']
245,Traveloka,The Tiing Tejakula Villas,www.traveloka.com/en-en/hotel/indonesia/the-tiing-tejakula-villas-3000020019902,Others,USD,99.2,"['Snorkeling', 'Fishing', 'Canoeing', 'Cycling', 'Diving', 'Bar']"
246,Traveloka,The Calna Villa Bali,www.traveloka.com/en-en/hotel/indonesia/the-calna-villa-bali-9000000928903,Others,USD,125.66,['N/A']
247,Traveloka,Hideaway Village Bali Ubud by Kanaan Hospitality,www.traveloka.com/en-en/hotel/indonesia/hideaway-village-bali-ubud-by-kanaan-hospitality-9000003251293,Ubud,USD,129.69,"['Massage', 'Kitchenette']"
248,Traveloka,Waka Gangga,www.traveloka.com/en-en/hotel/indonesia/waka-gangga-45533,Others,USD,156.64,"['Bicycle rental', 'Car rental', 'Massage', 'Fitness center', 'Spa']"
249,Traveloka,Kayumanis Ubud Private Villa & Spa,www.traveloka.com/en-en/hotel/indonesia/kayumanis-ubud-private-villa--spa-65517,Ubud,USD,376.1,"['Bicycle rental', 'Car rental', 'Massage', 'Spa']"
250,Traveloka,Abi Bali Resort Villas and Spa,www.traveloka.com/en-en/hotel/indonesia/abi-bali-resort-villas-and-spa-178176,Jimbaran,USD,66.2,"['Hot tub', 'Massage', 'Fitness center', 'Game room', 'Spa', 'Bar']"
251,Traveloka,Ziva a Boutique Villa,www.traveloka.com/en-en/hotel/indonesia/ziva-a-boutique-villa-251656,Seminyak,USD,205.72,"['Hot tub', 'Massage', 'Kitchenette', 'Express check-out', 'Picnic area', 'Spa']"
252,Traveloka,Airis Luxury Villas & Spa,www.traveloka.com/en-en/hotel/indonesia/airis-luxury-villas--spa-262611,Uluwatu,USD,96.14,"['Car rental', 'Massage', 'Airport transfer', 'Spa']"
