,VillaName,Features,Rating,Total_Review,Rating_Info,Location,URL,Currency,PriceValue,Area
105,18 Suite Villa Loft by AMITHYA,"['Massage', 'Airport transfer', 'Spa', 'Bar']",9.0,123.0,Impressive,"Kuta, Badung",www.traveloka.com/en-en/hotel/indonesia/18-suite-villa-loft-by-amithya-444023,USD,55.16,Others
106,Desa Di Bali Villas ,"['Hot tub', 'Massage', 'Spa']",8.9,26.0,Impressive,"Kerobokan, Kuta Utara",www.traveloka.com/en-en/hotel/indonesia/desa-di-bali-villas--3000020007130,USD,101.58,Others
107,Black Penny Villas Ubud,"['Cycling', 'Massage', 'Express check-out', 'Bar']",8.9,17.0,Impressive,"Kedewatan, Ubud",www.traveloka.com/en-en/hotel/indonesia/black-penny-villas-ubud-3000020013980,USD,235.21,Ubud
108,The Sakaye Villas & Spa,"['Show cooking restaurant', 'Massage', 'Kitchenette', 'Airport transfer', 'Spa']",8.8,188.0,Impressive,"Legian, Kuta",www.traveloka.com/en-en/hotel/indonesia/the-sakaye-villas--spa-3000020018011,USD,81.8,Legian
109,Kayumanis Sanur Private Villa & Spa,"['Beach shuttle', 'Bicycle rental', 'Beach sun loungers', 'Massage', 'Kitchenette', 'Spa']",9.0,16.0,Impressive,"Sanur, Bali",www.traveloka.com/en-en/hotel/indonesia/kayumanis-sanur-private-villa--spa-70358,USD,256.25,Sanur
110,Villa Kayu Lama,"['Outdoor facilities', 'Bicycle rental', 'Massage', 'Airport transfer', 'Express check-out', 'Spa']",8.8,7.0,Impressive,"Ubud, Gianyar",www.traveloka.com/en-en/hotel/indonesia/villa-kayu-lama-412155,USD,194.82,Ubud
111,Nyanyi Sanctuary Villa by Ini Vie Hospitality,"['Sun loungers', 'Beach towel', 'Kitchenette', 'Small pets allowed']",8.8,41.0,Impressive,"Tanah Lot, Tabanan",www.traveloka.com/en-en/hotel/indonesia/nyanyi-sanctuary-villa-by-ini-vie-hospitality-44178500000,USD,91.85,Others
112,KTS Balinese Villas,"['Kitchenette', 'Steam room', 'Fitness center', 'Airport transfer', 'Spa', 'Bar']",8.9,8.0,Impressive,"Canggu, Kuta Utara",www.traveloka.com/en-en/hotel/indonesia/kts-balinese-villas-1000000631756,USD,43.52,Canggu
113,Paisa Villa Seminyak,"['Fishing', 'Outdoor facilities', 'Clothes dryer', 'Beach sun loungers', 'Massage', 'Kitchenette']",8.4,386.0,Impressive,"Seminyak, Kuta",www.traveloka.com/en-en/hotel/indonesia/paisa-villa-seminyak-3000010013604,USD,66.77,Seminyak
114,Sanur Residence,"['Show cooking restaurant', 'Recreation room', 'Kitchenette', 'Rooftop terrace', 'Business facilities', 'Wheelchair accessible']",8.8,35.0,Impressive,"Sanur, Bali",www.traveloka.com/en-en/hotel/indonesia/sanur-residence-4000000457262,USD,199.72,Sanur
115,Nunamkhalu Private Villas & Spa,"['Beach shuttle', 'Bicycle rental', 'Beach towel', 'Kitchenette', 'Airport transfer', 'Bar']",9.3,183.0,Superb,"Kutuh, Uluwatu",www.traveloka.com/en-en/hotel/indonesia/nunamkhalu-private-villas--spa-9000000189652,USD,74.18,Uluwatu
116,The Pavilions Bali,"['Supervised childcare', 'Hot tub', 'Bar']",8.8,35.0,Impressive,"Sanur, Bali",www.traveloka.com/en-en/hotel/indonesia/the-pavilions-bali-9000000968928,USD,345.99,Sanur
117,Sanora Villa Sanur by Ini Vie Hospitality,"['Canoeing', 'Babysitting', 'Bicycle rental', 'Beach towel', 'Massage', 'Kitchenette']",9.2,45.0,Superb,"Sanur, Bali",www.traveloka.com/en-en/hotel/indonesia/sanora-villa-sanur-by-ini-vie-hospitality-9000000973792,USD,148.35,Sanur
118,Buruan Sari Villas by AGATA,['N/A'],8.8,35.0,Impressive,"Penebel, Tabanan",www.traveloka.com/en-en/hotel/indonesia/buruan-sari-villas-by-agata-9000003313706,USD,18.44,Others
119,The Damai Lovina,"['Babysitting', 'Car rental', 'Poolside bar', 'Airport transfer', 'Spa']",9.1,9.0,Superb,"Lovina, Buleleng",www.traveloka.com/en-en/hotel/indonesia/the-damai-lovina-45547,USD,252.69,Others
120,The Club Villas,"['Massage', 'Kitchenette', 'Fitness center']",8.5,13.0,Impressive,"Seminyak, Kuta",www.traveloka.com/en-en/hotel/indonesia/the-club-villas-159250,USD,125.62,Seminyak
121,Ubud Padi Villas,"['Bicycle rental', 'Car rental', 'Massage', 'Spa', 'Bar']",9.0,116.0,Impressive,"Kedewatan, Ubud",www.traveloka.com/en-en/hotel/indonesia/ubud-padi-villas-442368,USD,129.98,Ubud
122,Alam Puisi Villa Ubud,"['Bicycle rental', 'Car rental', 'Massage', 'Airport transfer', 'Spa', 'Bar']",8.7,206.0,Impressive,"Tampaksiring, Ubud",www.traveloka.com/en-en/hotel/indonesia/alam-puisi-villa-ubud-535260,USD,110.37,Ubud
123,Aldeoz Grand Kancana Villa,"['Darts', 'Beach shuttle', 'Bicycle rental', 'Car rental', 'Fitness center', 'Airport transfer']",9.2,21.0,Superb,"Kerobokan, Kuta Utara",www.traveloka.com/en-en/hotel/indonesia/aldeoz-grand-kancana-villa-44104600000,USD,100.53,Others
124,Classic Beach Villas,"['Rooftop terrace', 'Pool sun loungers']",8.5,41.0,Impressive,"Amed, Karangasem",www.traveloka.com/en-en/hotel/indonesia/classic-beach-villas-1000000574529,USD,34.87,Others
125,Dupa Ubud Villa,"['Outdoor facilities', 'Car rental', 'Massage', 'Poolside bar']",8.8,35.0,Impressive,"Ubud, Gianyar",www.traveloka.com/en-en/hotel/indonesia/dupa-ubud-villa-1000000590036,USD,52.24,Ubud
126,The Grand Daha Luxury Villas,"['Massage', 'Fitness center', 'Spa']",8.6,68.0,Impressive,"Seminyak, Kuta",www.traveloka.com/en-en/hotel/indonesia/the-grand-daha-luxury-villas-1000001861677,USD,207.13,Seminyak
127,The Akasha Seminyak Luxury Villas,"['Bicycle rental', 'Car rental', 'Massage', 'Kitchenette', 'Pool sun loungers', 'Spa']",8.7,38.0,Impressive,"Seminyak, Kuta",www.traveloka.com/en-en/hotel/indonesia/the-akasha-seminyak-luxury-villas-2000000184070,USD,234.44,Seminyak
128,BSaya Villa,"['Fishing', 'Winery', 'Horse riding', 'Diving', 'Kitchenette', 'Express check-out']",9.3,5.0,Superb,"Ubud, Gianyar",www.traveloka.com/en-en/hotel/indonesia/bsaya-villa-3000010039272,USD,95.59,Ubud
129,The Jimbaran Villa by Ini Vie Hospitality,"['Kitchenette', 'Rooftop terrace', 'Small pets allowed', 'Pool sun loungers']",8.9,153.0,Impressive,"Jimbaran, Kuta Selatan",www.traveloka.com/en-en/hotel/indonesia/the-jimbaran-villa-by-ini-vie-hospitality-3000020015022,USD,119.54,Jimbaran
130,Adil Villa & Resort,['Express check-out'],8.9,27.0,Impressive,"Ubud, Gianyar",www.traveloka.com/en-en/hotel/indonesia/adil-villa--resort-3000020018978,USD,161.21,Ubud
131,Grün Canggu - Garden,"['Parasol', 'Sun loungers', 'Car rental', 'Kitchenette', 'Pool sun loungers']",8.9,67.0,Impressive,"Canggu, Kuta Utara",www.traveloka.com/en-en/hotel/indonesia/grn-canggu---garden-9000000809397,USD,74.49,Canggu
132,Kutus Kutus Estuary Saba Beach,"['Express check-out', 'Picnic area', 'Spa']",8.3,6.0,Impressive,"Saba, Keramas",www.traveloka.com/en-en/hotel/indonesia/kutus-kutus-estuary-saba-beach-9000000964971,USD,69.94,Others
133,Bali Hai Island Resort,"['Beach Bar', 'Romantic proposal packages', 'Shops', 'Poolside bar', 'Beach umbrella', 'Bar']",9.4,6.0,Superb,"Pekutatan, Jembrana",www.traveloka.com/en-en/hotel/indonesia/bali-hai-island-resort-9000003269268,USD,41.18,Others
134,The Kayana,"['Beach shuttle', 'Health club', 'Massage', 'Fitness center', 'Spa', 'Bar']",8.7,35.0,Impressive,"Seminyak, Kuta",www.traveloka.com/en-en/hotel/indonesia/the-kayana-97609,USD,211.58,Seminyak
135,Sun Island Boutique Villas & Spa Seminyak,"['Car rental', 'Massage', 'Kitchenette', 'Poolside bar', 'Express check-out', 'Bar']",8.5,11.0,Impressive,"Seminyak, Kuta",www.traveloka.com/en-en/hotel/indonesia/sun-island-boutique-villas--spa-seminyak-109103,USD,96.52,Seminyak
136,LE JARDIN VILLAS SEMINYAK,"['Cycling', 'Massage', 'Kitchenette', 'Fitness center', 'Rooftop terrace', 'Spa']",8.5,26.0,Impressive,"Seminyak, Kuta",www.traveloka.com/en-en/hotel/indonesia/le-jardin-villas-seminyak-111537,USD,220.92,Seminyak
137,The Samaya Ubud,"['Cycling', 'Hot tub', 'Massage', 'Fitness center', 'Sauna', 'Spa']",9.4,20.0,Superb,"Sayan, Ubud",www.traveloka.com/en-en/hotel/indonesia/the-samaya-ubud-225739,USD,388.6,Ubud
138,The Banyumas Villa,"['Massage', 'Kitchenette', 'Poolside bar', 'Library', 'Express check-out', 'Bar']",8.7,238.0,Impressive,"West Denpasar, Denpasar",www.traveloka.com/en-en/hotel/indonesia/the-banyumas-villa-296071,USD,39.62,Denpasar
139,Ladera Villa Ubud,"['Bicycle storage', 'Babysitting', 'Car rental']",8.8,18.0,Impressive,"Ubud, Gianyar",www.traveloka.com/en-en/hotel/indonesia/ladera-villa-ubud-489808,USD,105.82,Ubud
140,The Kasih Villas & Spa,"['Beach shuttle', 'Bicycle rental', 'Car rental', 'Kitchenette', 'Airport transfer', 'Express check-out']",8.9,19.0,Impressive,"Seminyak, Kuta",www.traveloka.com/en-en/hotel/indonesia/the-kasih-villas--spa-3000010001410,USD,189.69,Seminyak
141,Impiana Private Villas Seminyak,"['Massage', 'Kitchenette', 'Steam room', 'Pool sun loungers', 'Spa', 'Bar']",8.9,14.0,Impressive,"Seminyak, Kuta",www.traveloka.com/en-en/hotel/indonesia/impiana-private-villas-seminyak-3000010004055,USD,208.23,Seminyak
142,Naturale Villas,"['Massage', 'Airport transfer', 'Bar']",8.8,35.0,Impressive,"Nusa Lembongan, Nusa Island",www.traveloka.com/en-en/hotel/indonesia/naturale-villas-3000010004507,USD,58.31,Lembongan
143,tanadewa Villas Nusa Dua Bali By Cross Collection,"['Massage', 'Fitness center', 'Spa']",9.0,165.0,Impressive,"Nusa Dua, Kuta Selatan",www.traveloka.com/en-en/hotel/indonesia/tanadewa-villas-nusa-dua-bali-by-cross-collection-3000010004634,USD,126.16,Nusa Dua
144,Taman Mesari Luxury Villas - Seminyak,"['Massage', 'Kitchenette', 'Airport transfer']",8.4,50.0,Impressive,"Seminyak, Kuta",www.traveloka.com/en-en/hotel/indonesia/taman-mesari-luxury-villas---seminyak-3000010004682,USD,154.25,Seminyak
145,Bali Belva ,['N/A'],8.9,15.0,Impressive,"Nusa Lembongan, Nusa Island",www.traveloka.com/en-en/hotel/indonesia/bali-belva--3000010005474,USD,55.26,Lembongan
146,HK Villa Bali,"['Banana boat', 'Aerobics', 'Beach volleyball', 'Kitchenette', 'Billiard', 'Bar']",9.0,56.0,Impressive,"Legian, Kuta",www.traveloka.com/en-en/hotel/indonesia/hk-villa-bali-3000010005969,USD,136.82,Legian
147,Temple Hill Residence Villa		,"['Beach shuttle', 'Car rental', 'Massage', 'Kitchenette', 'Airport transfer', 'Spa']",8.8,35.0,Impressive,"Jimbaran, Kuta Selatan",www.traveloka.com/en-en/hotel/indonesia/temple-hill-residence-villa-3000010012655,USD,231.21,Jimbaran
148,Paisa Villa Seminyak,"['Fishing', 'Outdoor facilities', 'Clothes dryer', 'Beach sun loungers', 'Massage', 'Kitchenette']",8.4,386.0,Impressive,"Seminyak, Kuta",www.traveloka.com/en-en/hotel/indonesia/paisa-villa-seminyak-3000010013604,USD,66.77,Seminyak
149,Raja Woods Villa,"['Car rental', 'Kitchenette']",9.1,7.0,Superb,"Jimbaran, Kuta Selatan",www.traveloka.com/en-en/hotel/indonesia/raja-woods-villa-3000010014615,USD,196.64,Jimbaran
150,S18 Bali Villas,"['Shopping center shuttle', 'Beach shuttle', 'Massage', 'Business facilities', 'Wheelchair accessible']",9.0,202.0,Impressive,"Legian, Kuta",www.traveloka.com/en-en/hotel/indonesia/s18-bali-villas-3000010033416,USD,120.13,Legian
151,Amora Ubud Boutique Villas,"['Bicycle storage', 'Hot tub', 'Bicycle rental', 'Beach umbrella', 'Express check-out', 'Bar']",8.7,42.0,Impressive,"Payangan, Ubud",www.traveloka.com/en-en/hotel/indonesia/amora-ubud-boutique-villas-3000010034545,USD,262.52,Ubud
152,Capung Cottages,['N/A'],8.8,35.0,Impressive,"Ubud, Gianyar",www.traveloka.com/en-en/hotel/indonesia/capung-cottages-3000020003026,USD,174.62,Ubud
153,Nau Villa Ubud,"['Outdoor facilities', 'Bicycle rental', 'Massage', 'Airport transfer', 'Picnic area', 'Spa']",9.0,81.0,Impressive,"Sebatu, Tegallalang",www.traveloka.com/en-en/hotel/indonesia/nau-villa-ubud-3000020005100,USD,206.61,Others
154,D'Puncak Villas Lembongan,['Ferry terminal shuttle'],8.8,35.0,Impressive,"Nusa Lembongan, Nusa Island",www.traveloka.com/en-en/hotel/indonesia/dpuncak-villas-lembongan-3000020011047,USD,38.5,Lembongan
155,Villa Jempana Kintamani,"['Fishing', 'Outdoor facilities', 'Airport transfer']",8.9,111.0,Impressive,"Kintamani, Bangli",www.traveloka.com/en-en/hotel/indonesia/villa-jempana-kintamani-3000020013624,USD,48.28,Others
156,The Jimbaran Villa by Ini Vie Hospitality,"['Kitchenette', 'Rooftop terrace', 'Small pets allowed', 'Pool sun loungers']",8.9,153.0,Impressive,"Jimbaran, Kuta Selatan",www.traveloka.com/en-en/hotel/indonesia/the-jimbaran-villa-by-ini-vie-hospitality-3000020015022,USD,119.54,Jimbaran
157,Ocean Terrace Suite & Spa Luxury Penida,"['Recreation room', 'Fishing', 'Cycling', 'Diving', 'Express check-out', 'Bar']",9.1,6.0,Superb,"Nusa Penida, Nusa Island",www.traveloka.com/en-en/hotel/indonesia/ocean-terrace-suite--spa-luxury-penida-3000020019375,USD,134.07,Others
158,Abaca Villas,"['Karaoke', 'Massage', 'Kitchenette', 'Library', 'Pool sun loungers']",8.8,35.0,Impressive,"Seminyak, Kuta",www.traveloka.com/en-en/hotel/indonesia/abaca-villas-3000020019439,USD,1158.69,Seminyak
159,Ocean View Villa Uluwatu,['N/A'],8.8,35.0,Impressive,"Pecatu, Uluwatu",www.traveloka.com/en-en/hotel/indonesia/ocean-view-villa-uluwatu-3000020021843,USD,91.31,Uluwatu
160,Ubud Nyuh Bali Resort & Spa,"['Hot tub', 'Bicycle rental', 'Massage', 'Express check-out', 'Spa']",8.9,96.0,Impressive,"Ubud, Gianyar",www.traveloka.com/en-en/hotel/indonesia/ubud-nyuh-bali-resort--spa-3000020008994,USD,138.58,Ubud
161,Asvara Villa Ubud by Ini Vie Hospitality,"['Hot tub', 'Massage', 'Kitchenette', 'Small pets allowed', 'Pool sun loungers']",8.8,497.0,Impressive,"Payangan, Ubud",www.traveloka.com/en-en/hotel/indonesia/asvara-villa-ubud-by-ini-vie-hospitality-9000000648653,USD,186.28,Ubud
162,Janjisurga by Ekosistem,['Fitness center'],8.8,35.0,Impressive,"Cepaka, Tanah Lot",www.traveloka.com/en-en/hotel/indonesia/janjisurga-by-ekosistem-9000005644404,USD,381.39,Others
163,The Wangsa Hotel and Villas Benoa,"['Beach towel', 'Airport transfer', 'Spa']",8.6,463.0,Impressive,"Tanjung Benoa, Nusa Dua",www.traveloka.com/en-en/hotel/indonesia/the-wangsa-hotel-and-villas-benoa-1000000340382,USD,59.19,Nusa Dua
164,Jay’s Villa Umalas,"['Shopping center shuttle', 'Bicycle rental', 'Car rental', 'Poolside bar', 'Airport transfer', 'Spa']",8.2,151.0,Convenient,"Umalas, Kuta Utara",www.traveloka.com/en-en/hotel/indonesia/jays-villa-umalas-297440,USD,60.55,Umalas
165,Deva Bali Villa,"['Karaoke', 'Kitchenette']",8.8,15.0,Impressive,"Canggu, Kuta Utara",www.traveloka.com/en-en/hotel/indonesia/deva-bali-villa-3000020005807,USD,218.63,Canggu
166,Yolo 365 Villas and Resorts,"['Daycare center', 'Diving', 'Clothes dryer', 'Babysitting', 'Bicycle rental', 'Car rental']",8.8,35.0,Impressive,"Canggu, Kuta Utara",www.traveloka.com/en-en/hotel/indonesia/yolo-365-villas-and-resorts-9000003298148,USD,179.54,Canggu
167,Ziva a Boutique Villa,"['Hot tub', 'Massage', 'Kitchenette', 'Express check-out', 'Picnic area', 'Spa']",8.8,29.0,Impressive,"Seminyak, Kuta",www.traveloka.com/en-en/hotel/indonesia/ziva-a-boutique-villa-251656,USD,205.72,Seminyak
168,Airis Luxury Villas & Spa,"['Car rental', 'Massage', 'Airport transfer', 'Spa']",8.5,33.0,Impressive,"Ungasan, Uluwatu",www.traveloka.com/en-en/hotel/indonesia/airis-luxury-villas--spa-262611,USD,96.14,Uluwatu
169,Yana Villas Kemenuh by Pramana Villas,"['Bicycle rental', 'Car rental', 'Massage', 'Spa']",8.9,327.0,Impressive,"Kemenuh, Ubud",www.traveloka.com/en-en/hotel/indonesia/yana-villas-kemenuh-by-pramana-villas-3000010035208,USD,38.4,Ubud
170,Villa Mahapala,"['Bicycle storage', 'Massage', 'Fitness center', 'Library', 'Bar']",9.0,18.0,Impressive,"Sanur, Bali",www.traveloka.com/en-en/hotel/indonesia/villa-mahapala-108226,USD,241.2,Sanur
171,Bale Village Villa by Kasta,"['Bicycle rental', 'Car rental', 'Kitchenette', 'Airport transfer']",8.6,91.0,Impressive,"Canggu, Kuta Utara",www.traveloka.com/en-en/hotel/indonesia/bale-village-villa-by-kasta-3000010009814,USD,83.79,Canggu
172,Villa Uma Nina,"['Bicycle rental', 'Car rental', 'Massage', 'Kitchenette', 'Spa']",8.8,35.0,Impressive,"Jimbaran, Kuta Selatan",www.traveloka.com/en-en/hotel/indonesia/villa-uma-nina-3000010011501,USD,649.09,Jimbaran
173,Ini Vie Villa Legian by Ini Vie Hospitality,"['Beach shuttle', 'Hot tub', 'Beach towel', 'Massage', 'Kitchenette', 'Small pets allowed']",9.0,425.0,Impressive,"Legian, Kuta",www.traveloka.com/en-en/hotel/indonesia/ini-vie-villa-legian-by-ini-vie-hospitality-3000010004941,USD,134.16,Legian
174,The Wina Villa Seminyak,"['Bicycle storage', 'Beach towel', 'Massage', 'Wheelchair accessible', 'Pool sun loungers', 'Express check-out']",8.6,34.0,Impressive,"Umalas, Kuta Utara",www.traveloka.com/en-en/hotel/indonesia/the-wina-villa-seminyak-3000020010878,USD,90.4,Umalas
175,Berry Amour Romantic Villas,"['Massage', 'Kitchenette', 'Spa']",9.0,306.0,Impressive,"Seminyak, Kuta",www.traveloka.com/en-en/hotel/indonesia/berry-amour-romantic-villas-444466,USD,240.97,Seminyak
176,Dukuh Sebatu Villa ,"['Bicycle storage', 'Bicycle rental', 'Car rental', 'Beach towel', 'Massage', 'Express check-out']",8.7,104.0,Impressive,"Sebatu, Tegallalang",www.traveloka.com/en-en/hotel/indonesia/dukuh-sebatu-villa--9000000167589,USD,32.35,Others
177,Royal Samaja Villas,"['Clothes dryer', 'Babysitting', 'Bicycle rental', 'Car rental', 'Massage', 'Bar']",8.6,275.0,Impressive,"Seminyak, Kuta",www.traveloka.com/en-en/hotel/indonesia/royal-samaja-villas-1000000548123,USD,112.54,Seminyak
178,Danka Villa Sanur,"['Hot tub', 'Massage', 'Kitchenette', 'Airport transfer', 'Express check-out', 'Spa']",9.2,71.0,Superb,"Sanur, Bali",www.traveloka.com/en-en/hotel/indonesia/danka-villa-sanur-9000000882423,USD,118.94,Sanur
179,Villa Silas Ubud Bali,"['Bicycle rental', 'Car rental', 'Beach towel', 'Massage', 'Airport transfer', 'Express check-out']",8.7,9.0,Impressive,"Ubud, Gianyar",www.traveloka.com/en-en/hotel/indonesia/villa-silas-ubud-bali-9000001109044,USD,35.91,Ubud
180,Asri Sari Villa Ubud,"['Fishing', 'Diving', 'Hot tub', 'Massage', 'Express check-out', 'Spa']",8.1,15.0,Convenient,"Ubud, Gianyar",www.traveloka.com/en-en/hotel/indonesia/asri-sari-villa-ubud-9000002763533,USD,25.75,Ubud
181,The Claremont Luxury Villas Seminyak,"['Massage', 'Kitchenette', 'Spa', 'Bar']",9.0,63.0,Impressive,"Seminyak, Kuta",www.traveloka.com/en-en/hotel/indonesia/the-claremont-luxury-villas-seminyak-9000000957697,USD,219.22,Seminyak
182,La Vie Villa Seminyak by Ini Vie Hospitality,"['Beach shuttle', 'Beach towel', 'Kitchenette', 'Small pets allowed', 'Express check-out']",9.0,323.0,Impressive,"Legian, Kuta",www.traveloka.com/en-en/hotel/indonesia/la-vie-villa-seminyak-by-ini-vie-hospitality-3000020014145,USD,136.52,Legian
183,Puri Keraton Seminyak Villa,"['Car rental', 'Kitchenette', 'Express check-out']",8.7,9.0,Impressive,"Seminyak, Kuta",www.traveloka.com/en-en/hotel/indonesia/puri-keraton-seminyak-villa-9000000987070,USD,171.27,Seminyak
184,Aleesha Villas,"['Beach shuttle', 'Car rental', 'Massage', 'Kitchenette', 'Spa']",8.4,146.0,Impressive,"Sanur, Bali",www.traveloka.com/en-en/hotel/indonesia/aleesha-villas-2000000234586,USD,61.76,Sanur
185,Bali Sunset Villa Seminyak,"['Bicycle rental', 'Car rental', 'Express check-out']",8.4,65.0,Impressive,"Seminyak, Kuta",www.traveloka.com/en-en/hotel/indonesia/bali-sunset-villa-seminyak-3000010001266,USD,29.91,Seminyak
186,Vivara Bali Private Pool Villas and Spa Retreat,"['Children play area', 'Car rental', 'Kitchenette', 'Fitness center', 'Game room', 'Library']",9.5,8.0,Superb,"Jimbaran, Kuta Selatan",www.traveloka.com/en-en/hotel/indonesia/vivara-bali-private-pool-villas-and-spa-retreat-3000020001704,USD,234.3,Jimbaran
187,Coco Jungle Canggu by Nagisa Bali,['Clothes dryer'],8.8,35.0,Impressive,"Canggu, Kuta Utara",www.traveloka.com/en-en/hotel/indonesia/coco-jungle-canggu-by-nagisa-bali-9000003359234,USD,122.76,Canggu
188,Pondok Arya Villas by Kamara ,"['Bicycle rental', 'Car rental', 'Kitchenette', 'Airport transfer', 'Express check-out']",9.0,20.0,Impressive,"Kuta, Badung",www.traveloka.com/en-en/hotel/indonesia/pondok-arya-villas-by-kamara--9000000503192,USD,86.77,Others
189,The Lavana Jhonny Kibung Villas Lembongan,['N/A'],9.3,12.0,Superb,"Nusa Lembongan, Nusa Island",www.traveloka.com/en-en/hotel/indonesia/the-lavana-jhonny-kibung-villas-lembongan-9000001202209,USD,24.97,Lembongan
190,New Villa Selamanya by Madhava Hospitality,['N/A'],8.8,35.0,Impressive,"Tanjung Benoa, Nusa Dua",www.traveloka.com/en-en/hotel/indonesia/new-villa-selamanya-by-madhava-hospitality-9000003267877,USD,527.93,Nusa Dua
191,Double U Camp and Villa,['Kitchenette'],8.8,35.0,Impressive,"Kintamani, Bangli",www.traveloka.com/en-en/hotel/indonesia/double-u-camp-and-villa-9000005508115,USD,41.35,Others
192,Tri Dewi Residence by Pramana Villas,"['Cycling', 'Outdoor facilities', 'Bicycle rental', 'Massage', 'Airport transfer']",9.0,72.0,Impressive,"Tegallalang, Ubud",www.traveloka.com/en-en/hotel/indonesia/tri-dewi-residence-by-pramana-villas-3000020001055,USD,37.04,Ubud
193,Iremia Lovina Villa,['N/A'],8.8,35.0,Impressive,"Lovina, Buleleng",www.traveloka.com/en-en/hotel/indonesia/iremia-lovina-villa-9000003361684,USD,152.18,Others
194,Villa Alysha Seminyak ,"['Beach towel', 'Kitchenette']",9.5,6.0,Superb,"Seminyak, Kuta",www.traveloka.com/en-en/hotel/indonesia/villa-alysha-seminyak--9000000611739,USD,465.67,Seminyak
195,18 Suite Villa Loft by AMITHYA,"['Massage', 'Airport transfer', 'Spa', 'Bar']",9.0,123.0,Impressive,"Kuta, Badung",www.traveloka.com/en-en/hotel/indonesia/18-suite-villa-loft-by-amithya-444023,USD,55.16,Others
196,Ubud Green Resort Villas Powered by Archipelago,"['Bicycle rental', 'Massage', 'Kitchenette', 'Spa']",8.7,40.0,Impressive,"Ubud, Gianyar",www.traveloka.com/en-en/hotel/indonesia/ubud-green-resort-villas-powered-by-archipelago-1000000395122,USD,95.22,Ubud
197,Fourleaf,['N/A'],8.6,12.0,Impressive,"Canggu, Kuta Utara",www.traveloka.com/en-en/hotel/indonesia/fourleaf-9000000974315,USD,54.22,Canggu
198,The Villas Umalas,['Kitchenette'],8.4,35.0,Impressive,"Kerobokan, Kuta Utara",www.traveloka.com/en-en/hotel/indonesia/the-villas-umalas-3000020012909,USD,114.63,Others
199,The Tiing Tejakula Villas,"['Snorkeling', 'Fishing', 'Canoeing', 'Cycling', 'Diving', 'Bar']",8.7,43.0,Impressive,"Tejakula, Buleleng",www.traveloka.com/en-en/hotel/indonesia/the-tiing-tejakula-villas-3000020019902,USD,99.2,Others
200,The Calna Villa Bali,['N/A'],9.0,31.0,Impressive,"Kuta, Badung",www.traveloka.com/en-en/hotel/indonesia/the-calna-villa-bali-9000000928903,USD,125.66,Others
201,Hideaway Village Bali Ubud by Kanaan Hospitality,"['Massage', 'Kitchenette']",9.2,7.0,Superb,"Tegallalang, Ubud",www.traveloka.com/en-en/hotel/indonesia/hideaway-village-bali-ubud-by-kanaan-hospitality-9000003251293,USD,129.69,Ubud
202,Waka Gangga,"['Bicycle rental', 'Car rental', 'Massage', 'Fitness center', 'Spa']",8.5,12.0,Impressive,"Tanah Lot, Tabanan",www.traveloka.com/en-en/hotel/indonesia/waka-gangga-45533,USD,156.64,Others
203,Kayumanis Ubud Private Villa & Spa,"['Bicycle rental', 'Car rental', 'Massage', 'Spa']",9.0,41.0,Impressive,"Sayan, Ubud",www.traveloka.com/en-en/hotel/indonesia/kayumanis-ubud-private-villa--spa-65517,USD,376.1,Ubud
204,Abi Bali Resort Villas and Spa,"['Hot tub', 'Massage', 'Fitness center', 'Game room', 'Spa', 'Bar']",8.6,49.0,Impressive,"Jimbaran, Kuta Selatan",www.traveloka.com/en-en/hotel/indonesia/abi-bali-resort-villas-and-spa-178176,USD,66.2,Jimbaran
205,Ziva a Boutique Villa,"['Hot tub', 'Massage', 'Kitchenette', 'Express check-out', 'Picnic area', 'Spa']",8.8,29.0,Impressive,"Seminyak, Kuta",www.traveloka.com/en-en/hotel/indonesia/ziva-a-boutique-villa-251656,USD,205.72,Seminyak
206,Airis Luxury Villas & Spa,"['Car rental', 'Massage', 'Airport transfer', 'Spa']",8.5,33.0,Impressive,"Ungasan, Uluwatu",www.traveloka.com/en-en/hotel/indonesia/airis-luxury-villas--spa-262611,USD,96.14,Uluwatu
207,Seminyak Icon by Karaniya Experience,"['Bicycle rental', 'Car rental', 'Kitchenette', 'Airport transfer']",8.9,62.0,Impressive,"Seminyak, Kuta",www.traveloka.com/en-en/hotel/indonesia/seminyak-icon-by-karaniya-experience-336838,USD,128.91,Seminyak
208,Asa Bali Luxury Villas and Spa,"['Bicycle rental', 'Car rental', 'Massage', 'Airport transfer', 'Bar']",8.6,423.0,Impressive,"Seminyak, Kuta",www.traveloka.com/en-en/hotel/indonesia/asa-bali-luxury-villas-and-spa-489318,USD,122.33,Seminyak
209,Jeeva Saba,"['Cycling', 'Massage', 'Fitness center', 'Billiard', 'Game room', 'Library']",8.8,35.0,Impressive,"Saba, Keramas",www.traveloka.com/en-en/hotel/indonesia/jeeva-saba-546510,USD,1570.62,Others
210,Puri Payogan Villa,"['Clothes dryer', 'Airport transfer', 'Express check-out', 'Spa']",8.2,15.0,Convenient,"Kedewatan, Ubud",www.traveloka.com/en-en/hotel/indonesia/puri-payogan-villa-1000000527818,USD,28.56,Ubud
